"protein_name","mri_beta","mri_p","mri_adj_p_sig","ct1_beta","ct_p","ct_adj_p_sig","sig_both","estimate_pnpla3","p.value_pnpla3","pro_sig","estimate_tm6sf2","estimate_hsd17b13","p.value_tm6sf2","p.value_hsd17b13","t_sig","h_sig","gene_description","Liver","Expression_Category","level","estimate_hcc","p.value_hcc","estimate_cirr","p.value_cirr","CellType","enriched","estimate_bmi","p.value_bmi","estimate_alc","p.value_alc"
"acadsb",0.0502936403993057,3.20292510755032e-05,"no",0.0219317998358302,0.107073451634438,"no","no",-0.00400044380547074,0.116708734065958,"no",-0.000301575815366118,-0.0016602683128461,0.852618492185477,0.542996575134158,"no","no","Short/branched chain acyl-CoA dehydrogenase(ACADSB) is a member of the acyl-CoA dehydrogenase family of enzymes that catalyze the dehydrogenation of acyl-CoA derivatives in the metabolism of fatty acids or branch chained amino acids.
Substrate specificity is the primary characteristic used to define members of this gene family.
The ACADSB gene product has the greatest activity towards the short branched chain acyl-CoA derivative,
(S)-2-methylbutyryl-CoA,
but also reacts significantly with other 2-methyl branched chain substrates and with short straight chain acyl-CoAs.
The cDNA encodes for a mitochondrial precursor protein which is cleaved upon mitochondrial import and predicted to yield a mature peptide of approximately 43.7-KDa.
[provided by RefSeq,
Jul 2008].
 Publication Note:  This RefSeq record includes a subset of the publications that are available for this gene.
Please see the Gene record to access additional publications.
 Evidence Data: Transcript exon combination: SRR14038193.2018708.1,
SRR14038197.1498577.1 [ECO:0000332]; RNAseq introns: single sample supports all introns SAMEA1968832,
SAMEA2142348 [ECO:0000348].
 RefSeq Attributes: gene product(s) localized to mito.: reported by MitoCarta.",97.0343,"Broadly expressed","medium-low",-0.0776798151994944,0.481703465637182,-0.030048755356197,0.636954348352326,"Hepatocyte_2","Hepatocyte-enriched",0.126966933355696,1.09785584627379e-09,-0.00232203411176679,0.641805589303185
"acan",-0.0982659029832706,1.55867034643122e-12,"yes",-0.0871568972327977,2.95118601592926e-08,"yes","yes",0.009261211626125,0.000495399245563034,"no",-0.00379179249775109,-3.02527845178318e-05,0.0250716114184286,0.991518370980018,"no","no","This gene is a member of the aggrecan/versican proteoglycan family.
The encoded protein is an integral part of the extracellular matrix in cartilagenous tissue and it withstands compression in cartilage.
Mutations in this gene may be involved in skeletal dysplasia and spinal degeneration.
Multiple alternatively spliced transcript variants that encode different protein isoforms have been observed in this gene.
[provided by RefSeq,
Jul 2008].",0.011255,"Not expressed in liver","not expressed",0.144511177839344,0.220772966382715,-0.215006197625898,0.00173446970012975,NA,NA,-0.909858217014323,7.31217155845045e-322,-0.0580813240267305,1.2539081594751e-28
"ace",0.0164131003878289,0.175804432166018,"no",-0.00344450994954814,0.799431265973434,"no","no",0.000803209675471418,0.752764413828176,"no",0.0008003996490988,-0.000249881119080154,0.621933800709091,0.927048181667162,"no","no","This gene encodes an enzyme involved in blood pressure regulation and electrolyte balance.
It catalyzes the conversion of angiotensin I into a physiologically active peptide angiotensin II.
Angiotensin II is a potent vasopressor and aldosterone-stimulating peptide that controls blood pressure and fluid-electrolyte balance.
This angiotensin converting enzyme (ACE) also inactivates the vasodilator protein,
bradykinin.
Accordingly,
the encoded enzyme increases blood pressure and is a drug target of ACE inhibitors,
which are often prescribed to reduce blood pressure.
This enzyme additionally plays a role in fertility through its ability to cleave and release GPI-anchored membrane proteins in spermatozoa.
Many studies have associated the presence or absence of a 287 bp Alu repeat element in this gene with the levels of circulating enzyme.
This polymorphism,
as well as mutations in this gene,
have been implicated in a wide variety of diseases including cardiovascular pathophysiologies,
psoriasis,
renal disease,
stroke,
and Alzheimer's disease.
Regulation of the homologous ACE2 gene may be involved in progression of disease caused by several human coronaviruses,
including SARS-CoV and SARS-CoV-2.
Alternative splicing results in multiple transcript variants encoding both somatic (sACE) and male-specific testicular (tACE) isoforms.
[provided by RefSeq,
Sep 2020].
 Sequence Note: The RefSeq transcript and protein were derived from genomic sequence to make the sequence consistent with the reference genome assembly.
The genomic coordinates used for the transcript record were based on alignments.
 Publication Note:  This RefSeq record includes a subset of the publications that are available for this gene.
Please see the Gene record to access additional publications.
 Evidence Data: RNAseq introns: partial sample support SAMEA1965299,
SAMEA1966682 [ECO:0000350].
 RefSeq Attributes: coronavirus related: relevant for disease process.",0.520167,"Broadly expressed","low",0.160427794192943,0.150643577937454,0.097279343884608,0.12842784573516,"Non-inflammatory_Macrophage","Immune-enriched",0.122025679825739,4.74016148744775e-09,0.000448553759831849,0.927921120915873
"ace2",0.184303736332158,1.67325441634617e-35,"yes",0.126404815200138,2.59785999253988e-14,"yes","yes",0.0111045736045585,6.29411110413911e-05,"no",0.001856548774537,-0.00624866900087443,0.293308129930891,0.0354072910083621,"no","no","The protein encoded by this gene belongs to the angiotensin-converting enzyme family of dipeptidyl carboxydipeptidases and has considerable homology to human angiotensin 1 converting enzyme.
This secreted protein catalyzes the cleavage of angiotensin I into angiotensin 1-9,
and angiotensin II into the vasodilator angiotensin 1-7.
ACE2 is known to be expressed in various human organs,
and its organ- and cell-specific expression suggests that it may play a role in the regulation of cardiovascular and renal function,
as well as fertility.
In addition,
the encoded protein is a functional receptor for the spike glycoprotein of the human coronavirus HCoV-NL63 and the human severe acute respiratory syndrome coronaviruses,
SARS-CoV and SARS-CoV-2,
the latter is the causative agent of coronavirus disease-2019 (COVID-19).
Multiple splice variants have been found for this gene and the dACE2 (or MIRb-ACE2) splice variant has been found to be interferon inducible.
[provided by RefSeq,
Nov 2020].",0.647933,"Broadly expressed","low",0.87290668595014,6.75258348000658e-14,1.00049412974213,3.70352162597071e-50,"Cholangiocytes","Cholangiocyte-enriched",1.00090648599618,7.31217155845045e-322,0.0750676806959663,4.23901593739025e-42
"ache",-0.00638037683659391,0.617387003686877,"no",-0.0275448917567351,0.0542737813995278,"no","no",0.00972858454974711,0.000179771515713926,"no",-0.00108698187848018,4.57976185232643e-05,0.510896049271448,0.98685593832822,"no","no","Acetylcholinesterase hydrolyzes the neurotransmitter,
acetylcholine at neuromuscular junctions and brain cholinergic synapses,
and thus terminates signal transmission.
It is also found on the red blood cell membranes,
where it constitutes the Yt blood group antigen.
Acetylcholinesterase exists in multiple molecular forms which possess similar catalytic properties,
but differ in their oligomeric assembly and mode of cell attachment to the cell surface.
It is encoded by the single ACHE gene,
and the structural diversity in the gene products arises from alternative mRNA splicing,
and post-translational associations of catalytic and structural subunits.
The major form of acetylcholinesterase found in brain,
muscle and other tissues is the hydrophilic species,
which forms disulfide-linked oligomers with collagenous,
or lipid-containing structural subunits.
The other,
alternatively spliced form,
expressed primarily in the erythroid tissues,
differs at the C-terminal end,
and contains a cleavable hydrophobic peptide with a GPI-anchor site.
It associates with the membranes through the phosphoinositide (PI) moieties added post-translationally.
AChE activity may constitute a sensitive biomarker of RBC ageing in vivo,
and thus,
may be of aid in understanding the effects of transfusion[provided by RefSeq,
Sep 2019].
 Sequence Note: The RefSeq transcript and protein were derived from genomic sequence to make the sequence consistent with the reference genome assembly.
The genomic coordinates used for the transcript record were based on alignments.
 Publication Note:  This RefSeq record includes a subset of the publications that are available for this gene.
Please see the Gene record to access additional publications.
 Evidence Data: Transcript exon combination: SRR3476690.1042626.1,
SRR14372080.1299628.1 [ECO:0000332]; RNAseq introns: single sample supports all introns SAMEA1966682,
SAMEA1968968 [ECO:0000348].",1.14183,"Broadly expressed","low",0.376763305172328,0.00112033274862235,0.29764733876605,9.52827597704544e-06,"Erythroid_Cells","Immune-enriched",-0.245165162752836,7.90415678802201e-31,0.0299500035561962,6.95918983576069e-09
"acot13",0.0385598074915879,0.00148363035651862,"no",0.036001015935653,0.00805196138348795,"no","no",-0.0040521886202641,0.112289381588355,"no",0.00259122933638744,-0.00119238429733843,0.110659913152665,0.662417875726975,"no","no","This gene encodes a member of the thioesterase superfamily.
In humans,
the protein co-localizes with microtubules and is essential for sustained cell proliferation.
The orthologous mouse protein forms a homotetramer and is associated with mitochondria.
The mouse protein functions as a medium- and long-chain acyl-CoA thioesterase.
Multiple transcript variants encoding different isoforms have been found for this gene.[provided by RefSeq,
May 2009].",12.7837,"Broadly expressed","medium-low",0.0715193637049526,0.51597647522925,0.0551102242328056,0.384836230160118,"Hepatocyte_6","Hepatocyte-enriched",0.207614254425926,2.18495079302187e-23,-0.0253312647594052,3.0773227765088e-07
"acox1",0.0548240790345329,3.9160543618391e-05,"no",0.0607661563799867,4.25240173397106e-05,"no","no",-0.0030005222865576,0.239279005170917,"no",-0.000431418704772454,0.00161017775850369,0.790390875790502,0.555177239330366,"no","no","The protein encoded by this gene is the first enzyme of the fatty acid beta-oxidation pathway,
which catalyzes the desaturation of acyl-CoAs to 2-trans-enoyl-CoAs.
It donates electrons directly to molecular oxygen,
thereby producing hydrogen peroxide.
Defects in this gene result in pseudoneonatal adrenoleukodystrophy,
a disease that is characterized by accumulation of very long chain fatty acids.
Alternatively spliced transcript variants encoding different isoforms have been identified.
[provided by RefSeq,
Jul 2008].",37.2952,"Broadly expressed","medium-low",0.255240979911767,0.0201591483056284,0.155004694516353,0.0146308056596999,"Hepatocyte_4","Hepatocyte-enriched",0.257817102986296,3.13248638486588e-35,-0.00780282683260397,0.115647682946215
"acp1",0.0132894900810109,0.280870460084861,"no",-0.0102544503738194,0.45782007718054,"no","no",-0.00312330742139884,0.221703265088647,"no",-0.00124105629496023,-0.00172733558427763,0.445581825952193,0.527757072846822,"no","no","The product of this gene belongs to the phosphotyrosine protein phosphatase family of proteins.
It functions as an acid phosphatase and a protein tyrosine phosphatase by hydrolyzing protein tyrosine phosphate to protein tyrosine and orthophosphate.
This enzyme also hydrolyzes orthophosphoric monoesters to alcohol and orthophosphate.
This gene is genetically polymorphic,
and three common alleles segregating at the corresponding locus give rise to six phenotypes.
Each allele appears to encode at least two electrophoretically different isozymes,
Bf and Bs,
which are produced in allele-specific ratios.
Multiple alternatively spliced transcript variants encoding distinct isoforms have been identified for this gene.
[provided by RefSeq,
Aug 2008].",27.8709,"Broadly expressed","medium-low",-0.0131431515130168,0.90756318415036,-0.126260289918685,0.052960060554462,"Erythroid_Cells","Immune-enriched",0.0224079630575574,0.283266511854271,-0.0212187189421663,2.31570102483472e-05
"acp5",0.195063873879155,6.88086113191816e-48,"yes",0.049529432864018,0.00114680333689862,"no","no",0.0182612793316876,3.92898534202302e-12,"yes",0.0105720923559334,-0.00186517863791518,2.76793044866031e-10,0.507906395833475,"yes","no","This gene encodes an iron containing glycoprotein which catalyzes the conversion of orthophosphoric monoester to alcohol and orthophosphate.
It is the most basic of the acid phosphatases and is the only form not inhibited by L(+)-tartrate.
[provided by RefSeq,
Aug 2008].",5.42059,"Broadly expressed","low",0.532958211901698,3.97758972476324e-06,0.641837707155718,4.37262793424047e-22,"Central_venous_LSECs","EC-enriched",0.399196790401605,4.13526820349233e-77,0.0630880095713112,8.57664176685299e-35
"acp6",0.0207405093838697,0.126193576484619,"no",0.0263624151965058,0.0839002732261991,"no","no",-0.00144664531523646,0.57193321652595,"no",-0.00337685376154701,-0.00410590013982544,0.0382043898436106,0.133919669672155,"no","no","This gene encodes a member of the histidine acid phosphatase protein family.
The encoded protein hydrolyzes lysophosphatidic acid,
which is involved in G protein-coupled receptor signaling,
lipid raft modulation,
and in balancing lipid composition within the cell.
Alternative splicing results in multiple transcript variants.
[provided by RefSeq,
May 2016].",2.74632,"Broadly expressed","low",0.385227203261348,0.000550365716229098,0.127599143858219,0.0455165822071052,"alpha-beta_T_Cells","Immune-enriched",0.124946285165656,2.29345609841228e-09,0.0206380363025854,3.46689564823899e-05
"acrbp",0.0330332715543332,0.00706848272276212,"no",0.0243367285633023,0.0776918093917863,"no","no",-0.0029870300499494,0.243133563174041,"no",0.00244144804011109,-0.000452135099006736,0.133953272178124,0.868891281443634,"no","no","The protein encoded by this gene is similar to proacrosin binding protein sp32 precursor found in mouse,
guinea pig,
and pig.
This protein is located in the sperm acrosome and is thought to function as a binding protein to proacrosin for packaging and condensation of the acrosin zymogen in the acrosomal matrix.
This protein is a member of the cancer/testis family of antigens and it is found to be immunogenic.
In normal tissues,
this mRNA is expressed only in testis,
whereas it is detected in a range of different tumor types such as bladder,
breast,
lung,
liver,
and colon.
[provided by RefSeq,
Jul 2008].
 Publication Note:  This RefSeq record includes a subset of the publications that are available for this gene.
Please see the Gene record to access additional publications.
 Evidence Data: Transcript exon combination: SRR5189667.225875.1,
SRR5189667.186649.1 [ECO:0000332]; RNAseq introns: mixed sample support SAMEA1965299,
SAMEA1966682 [ECO:0006172].
 RefSeq Attributes: MANE Ensembl match: ENST00000229243.7/ ENSP00000229243.2; RefSeq Select criteria: based on single protein-coding transcript.",1.12305,"Broadly expressed","low",0.0865917330367861,0.438154431736767,0.0246720271759922,0.701167622411304,"Inflammatory_Macrophage","Immune-enriched",0.159355909963928,2.45241280803661e-14,-0.0276782031958923,2.71431333020517e-08
"acrv1",0.0087924447846098,0.512682990081638,"no",0.00746629055615042,0.621610901479258,"no","no",-0.00300310196386588,0.305458137492169,"no",0.000689912795302441,-0.0028021561463473,0.711496450318379,0.371635257954846,"no","no","This gene encodes a testis-specific,
differentiation antigen,
acrosomal vesicle protein 1,
that arises within the acrosomal vesicle during spermatogenesis,
and is associated with the acrosomal membranes and matrix of mature sperm.
The acrosomal vesicle protein 1 may be involved in sperm-zona binding or penetration.
Alternatively spliced transcript variants have been described.
[provided by RefSeq,
Nov 2010].",0.017886,"Not expressed in liver","not expressed",-0.0191562350793837,0.893917507551267,-0.0183986989539051,0.828322314737525,NA,NA,0.0783307626600533,0.00106559018172227,-0.00995890656265058,0.0871981300442206
"acsl1",-0.0104288477555067,0.402742617188132,"no",-0.00483251629401914,0.728312893829973,"no","no",0.00036724509407113,0.885382131093277,"no",0.00206173659678838,-0.00395645842930833,0.203613601967006,0.146785073814458,"no","no","The protein encoded by this gene is an isozyme of the long-chain fatty-acid-coenzyme A ligase family.
Although differing in substrate specificity,
subcellular localization,
and tissue distribution,
all isozymes of this family convert free long-chain fatty acids into fatty acyl-CoA esters,
and thereby play a key role in lipid biosynthesis and fatty acid degradation.
Several transcript variants encoding different isoforms have been found for this gene.
[provided by RefSeq,
Nov 2013].",384.185,"Broadly expressed","medium-high",-0.0620453106045743,0.570916935949498,0.000868790224796608,0.989019083017583,"Hepatocyte_3","Hepatocyte-enriched",-0.071952970946921,0.000547937895264669,0.0057621930747403,0.246319381694591
"acta2",-0.000208330192684116,0.98850207277974,"no",0.053117996312503,0.000996684269847798,"no","no",0.000700569524853495,0.803774378849697,"no",-0.00103993540312041,0.00078465622576202,0.562315376254123,0.79485762233454,"no","no","This gene encodes one of six different actin proteins.
Actins are highly conserved proteins that are involved in cell motility,
structure,
integrity,
and intercellular signaling.
The encoded protein is a smooth muscle actin that is involved in vascular contractility and blood pressure homeostasis.
Mutations in this gene cause a variety of vascular diseases,
such as thoracic aortic disease,
coronary artery disease,
stroke,
and Moyamoya disease,
as well as multisystemic smooth muscle dysfunction syndrome.
[provided by RefSeq,
Sep 2017].
 Publication Note:  This RefSeq record includes a subset of the publications that are available for this gene.
Please see the Gene record to access additional publications.
 Evidence Data: Transcript exon combination: SRR5189667.200620.1 [ECO:0000332]; RNAseq introns: mixed sample support SAMEA1965299,
SAMEA1966682 [ECO:0006172].",27.3746,"Broadly expressed","medium-low",0.554769360661738,5.59131141616547e-06,0.465741424023519,1.49589335660292e-11,"Hepatic_Stellate_Cells","Stellate cells-enriched",0.372506861024892,5.89107877482095e-59,-0.0342842475018803,5.05496151351543e-10
"actn2",0.0179332433619428,0.138818172910163,"no",0.0150415816859899,0.267965274197873,"no","no",-0.0014828649574658,0.565366429024631,"no",0.000240175544643557,-0.0029669713362585,0.883703847454194,0.282505972942601,"no","no","Alpha actinins belong to the spectrin gene superfamily which represents a diverse group of cytoskeletal proteins,
including the alpha and beta spectrins and dystrophins.
Alpha actinin is an actin-binding protein with multiple roles in different cell types.
In nonmuscle cells,
the cytoskeletal isoform is found along microfilament bundles and adherens-type junctions,
where it is involved in binding actin to the membrane.
In contrast,
skeletal,
cardiac,
and smooth muscle isoforms are localized to the Z-disc and analogous dense bodies,
where they help anchor the myofibrillar actin filaments.
This gene encodes a muscle-specific,
alpha actinin isoform that is expressed in both skeletal and cardiac muscles.
Several transcript variants encoding different isoforms have been found for this gene.
[provided by RefSeq,
May 2013].
 Sequence Note: This RefSeq record was created from transcript and genomic sequence data to make the sequence consistent with the reference genome assembly.
The genomic coordinates used for the transcript record were based on transcript alignments.
 Publication Note:  This RefSeq record includes a subset of the publications that are available for this gene.
Please see the Gene record to access additional publications.
 Evidence Data: Transcript exon combination: M86406.1,
BC047901.2 [ECO:0000332].
 RefSeq Attributes: MANE Ensembl match: ENST00000366578.6/ ENSP00000355537.4; RefSeq Select criteria: based on conservation,
expression,
longest protein.",0.203601,"Not expressed in liver","not expressed",0.176106123884352,0.128727701624569,0.164722665921043,0.0133586879008656,"Hepatic_Stellate_Cells","Stellate cells-enriched",0.223366004596583,2.87577541495939e-26,-0.00494653179737209,0.325061775289289
"actn4",0.0188734766838885,0.147930066348879,"no",0.0248338790133873,0.0902109079171508,"no","no",-0.000991616379863198,0.69776541581682,"no",-0.000432355112385469,-0.00565385124903505,0.790245297276802,0.0385675223615559,"no","no","Alpha actinins belong to the spectrin gene superfamily which represents a diverse group of cytoskeletal proteins,
including the alpha and beta spectrins and dystrophins.
 Alpha actinin is an actin-binding protein with multiple roles in different cell types.
 In nonmuscle cells,
the cytoskeletal isoform is found along microfilament bundles and adherens-type junctions,
where it is involved in binding actin to the membrane.
 In contrast,
skeletal,
cardiac,
and smooth muscle isoforms are localized to the Z-disc and analogous dense bodies,
where they help anchor the myofibrillar actin filaments.
 This gene encodes a nonmuscle,
alpha actinin isoform which is concentrated in the cytoplasm,
and thought to be involved in metastatic processes.
Mutations in this gene have been associated with focal and segmental glomerulosclerosis.
[provided by RefSeq,
Jul 2008].
 Sequence Note: This RefSeq record was created from transcript and genomic sequence data to make the sequence consistent with the reference genome assembly.
The genomic coordinates used for the transcript record were based on transcript alignments.
 Publication Note:  This RefSeq record includes a subset of the publications that are available for this gene.
Please see the Gene record to access additional publications.
 Evidence Data: Transcript exon combination: SRR1660807.80986.1,
SRR7410571.175867.1 [ECO:0000332]; RNAseq introns: single sample supports all introns SAMEA1965299,
SAMEA1966682 [ECO:0000348].",51.7467,"Broadly expressed","medium-low",0.286861055744619,0.0100080013320112,0.127696509548577,0.0461690177758705,"Hepatic_Stellate_Cells","Stellate cells-enriched",0.0967617391511769,3.52734462087883e-06,-0.0172195544927682,0.000552412551506543
